student_name,branch,year,cgpa,coding_skills,dsa_score,ml_knowledge,frontend_skill,backend_skill,database_skill,cloud_computing,devops_skill,cybersecurity_skill,embedded_c,microcontrollers,arduino_skill,raspberry_pi_skill,rtos_knowledge,embedded_linux,firmware_development,device_drivers,digital_electronics,analog_electronics,pcb_design,circuit_design,vlsi_knowledge,verilog_vhdl,fpga_skill,iot_knowledge,sensor_integration,wireless_protocols,mqtt_protocol,edge_computing,robotics_skill,computer_vision,control_systems,ros_knowledge,communication_skills,leadership_score,problem_solving,teamwork_score,presentation_skill,innovation_score,projects_count,internships,preferred_role
Neha M. Gowda,Data Science,2,6.78,72,81,64,20,38,67,49,7,22,0,0,0,20,26,17,11,33,29,25,34,48,35,24,27,22,32,30,49,40,0,63,31,16,16,64,66,63,0,38,5,1,ML Engineer
Diya A. Gupta,CSBS,2,7.29,59,13,1,56,6,28,15,10,9,79,61,62,46,19,0,29,7,18,22,0,24,0,43,0,52,47,27,24,23,79,55,80,73,92,66,3,50,52,5,4,1,Robotics Engineer
Aditi R. Varma,IT,1,6.74,72,21,16,23,35,22,34,27,30,63,59,55,5,18,5,26,20,13,16,0,3,38,11,9,52,64,43,0,28,96,77,61,69,49,58,40,72,23,17,5,0,Robotics Engineer
Dev K. Shah,AI&DS,4,7.29,81,56,24,25,89,53,51,62,91,29,41,29,18,11,25,15,8,27,17,15,28,54,38,30,41,13,16,20,11,23,31,33,24,66,47,73,52,13,50,7,3,Cybersecurity Analyst
Varun Y. Desai,ECE,4,6.88,50,28,27,14,19,23,2,20,0,52,26,79,1,4,10,52,0,11,22,0,20,44,9,0,49,45,21,39,21,76,64,54,47,58,99,23,77,45,29,7,2,Robotics Engineer
Raghav S. Koppula,EEE,3,7.08,83,67,73,12,37,61,32,41,19,25,20,5,4,37,29,19,22,34,50,18,39,5,9,22,14,12,9,11,26,22,68,25,30,94,75,64,31,59,35,5,3,ML Engineer
Aparna V. Kulkarni,Data Science,1,6.97,73,65,38,23,41,69,78,28,20,0,0,2,20,19,46,35,32,19,16,18,10,15,5,2,21,15,17,20,16,21,42,49,0,67,57,57,70,31,21,4,0,ML Engineer
Yash B. Joshi,Mechanical,1,6.95,49,36,19,10,7,1,13,15,23,68,57,53,20,40,31,71,67,57,61,53,83,9,24,12,39,29,40,38,59,17,39,4,31,64,47,26,72,48,33,5,1,Embedded Engineer
Yash Y. Naidu,IT,4,6.99,73,67,60,30,36,71,61,48,50,10,0,23,16,32,25,45,41,14,12,38,21,33,10,39,15,11,45,0,0,37,38,48,40,46,63,59,50,19,36,9,2,Backend Developer
Niharika K. Patil,IT,1,6.69,52,69,40,69,57,52,42,40,19,15,44,17,26,9,32,31,28,8,16,15,19,10,63,44,0,41,20,30,26,26,12,9,10,59,53,43,65,35,12,5,1,Full Stack Developer
Sandeep P. Chakraborty,CSBS,1,7.15,65,90,17,31,71,81,56,49,65,26,43,9,0,18,11,4,37,3,35,30,21,60,11,41,1,35,23,28,45,2,24,0,14,49,45,80,67,15,41,1,0,Backend Developer
Navya A. Nandi,AI,1,6.78,88,92,75,9,11,59,72,0,60,25,26,12,12,0,19,30,40,27,29,30,5,41,37,45,34,13,24,21,23,10,83,39,19,47,62,76,45,25,46,3,1,ML Engineer
Keerthana R. Kompella,Civil,3,7.15,75,23,21,30,14,0,17,57,40,81,45,49,18,32,19,6,41,56,11,0,50,45,63,51,59,38,13,0,28,62,78,62,67,81,53,39,46,43,22,5,2,Robotics Engineer
Avani U. Mukherjee,IT,3,6.83,61,7,18,34,32,0,27,6,13,70,73,63,49,12,27,25,10,0,20,20,45,2,7,35,68,85,65,66,32,12,13,0,21,39,94,30,45,3,43,10,2,IoT Engineer
Kiara R. Peddireddy,AI&DS,1,6.58,65,74,27,48,62,82,58,48,75,44,24,25,37,39,10,24,25,20,10,18,44,50,52,10,46,48,43,19,16,32,5,4,27,81,55,53,92,49,12,2,1,Backend Developer
Aparna T. Iyengar,ECE,4,7.12,71,90,16,41,80,68,47,54,36,18,29,29,13,53,19,15,10,24,26,23,49,30,30,0,15,34,9,3,18,21,19,30,12,60,60,61,72,32,20,7,2,Backend Developer
Saiya K. Patel,CSBS,4,6.71,92,98,86,15,7,81,59,42,34,0,25,16,47,33,10,40,27,4,40,13,29,29,32,46,19,12,4,31,3,0,75,25,6,53,62,76,100,49,48,8,1,ML Engineer
Viniya R. Shetty,CSBS,2,7.35,65,46,56,48,18,6,47,22,38,58,34,34,8,34,22,19,67,63,85,62,46,89,48,74,11,42,7,42,38,40,14,57,27,71,62,28,65,63,10,2,1,VLSI Engineer
Jai K. Pawar,AI&DS,1,7.75,67,8,40,18,19,32,25,35,7,54,34,44,33,23,35,40,52,80,93,50,89,84,91,75,29,24,10,17,28,12,15,70,55,57,75,9,57,41,32,3,1,VLSI Engineer
Karan S. Gowda,ECE,1,6.79,66,24,20,23,15,8,33,19,15,61,62,24,35,31,48,81,65,59,38,60,56,19,0,25,0,20,0,29,0,12,0,9,12,72,29,29,71,44,28,2,1,Embedded Engineer
Anjali D. Reddy,Data Science,2,7.21,72,28,19,44,29,0,17,0,33,76,8,35,24,12,36,42,27,56,59,70,82,87,47,75,24,14,35,21,44,21,13,37,21,58,65,7,39,0,20,6,1,VLSI Engineer
Divya V. Sinha,ECE,3,7.41,89,0,38,27,6,16,3,6,22,62,80,57,58,37,51,34,31,34,42,13,23,0,46,12,65,87,60,77,66,0,19,10,22,41,37,7,68,16,21,4,2,IoT Engineer
Pranav B. Paul,Civil,2,7.54,56,40,31,28,12,33,5,25,43,55,25,28,17,17,18,10,52,72,63,47,65,68,44,76,18,37,38,44,32,13,22,67,17,60,18,42,45,6,21,4,0,VLSI Engineer
Divya S. Arora,EEE,2,7.06,89,85,0,9,59,58,65,52,56,23,0,21,15,6,19,17,15,15,7,30,8,17,33,20,41,34,38,0,31,32,24,39,27,76,65,75,57,65,45,5,1,Cybersecurity Analyst
Karthik L. Babu,IT,1,7.04,64,72,15,85,66,51,66,52,26,10,23,20,44,54,16,54,21,25,31,6,21,2,44,26,13,10,8,35,28,25,45,4,29,72,41,54,53,28,17,3,0,Full Stack Developer
Madhuri R. Khanna,Civil,2,6.89,71,33,40,8,13,30,0,10,19,70,78,54,56,22,61,9,27,36,12,21,47,18,0,17,70,67,76,88,20,29,19,0,31,62,37,41,56,31,29,5,3,IoT Engineer
Pooja A. Naik,IT,1,6.08,69,67,30,46,66,95,54,44,40,0,16,20,4,48,29,8,44,44,24,32,18,23,21,7,25,1,15,24,14,28,27,26,32,64,47,55,71,46,16,4,0,Backend Developer
Jai H. Shetty,AI&DS,1,7.36,63,43,28,35,1,31,16,36,33,70,15,33,69,31,0,12,63,57,77,39,55,70,74,93,10,48,0,17,37,58,11,59,43,79,37,38,64,44,33,2,0,VLSI Engineer
Uday R. Shah,Civil,4,7.53,74,25,25,27,15,15,27,0,28,83,61,35,29,85,66,65,70,66,43,41,88,11,17,5,41,59,13,6,31,16,19,20,26,49,61,45,72,39,36,7,1,Embedded Engineer
Rohan K. Ansari,Mechanical,4,7.36,86,25,23,22,26,0,13,30,31,92,79,17,24,77,47,95,72,68,54,61,58,0,28,19,0,23,8,37,23,19,41,15,15,61,68,45,53,22,33,5,1,Embedded Engineer
Tarun P. Chatterjee,EEE,3,7.43,48,0,0,0,0,7,23,42,19,79,68,87,57,31,31,6,12,19,0,0,19,13,3,26,63,54,93,66,74,3,8,0,30,28,82,34,77,0,25,4,1,IoT Engineer
Karthik L. Pillai,Mechanical,3,7.18,60,21,35,13,0,3,47,17,27,75,81,17,35,64,40,57,71,57,54,37,51,18,30,16,24,2,27,15,21,26,18,15,31,54,24,44,52,45,36,5,2,Embedded Engineer
Mihika R. Nair,Civil,3,7.2,59,29,36,18,13,26,20,2,0,71,29,60,44,22,44,0,35,45,12,25,37,25,12,0,43,56,37,50,23,51,83,77,56,61,46,19,73,33,36,5,1,Robotics Engineer
Keerthana V. Patel,AI&DS,3,7.13,77,34,22,27,15,40,28,23,38,82,22,27,22,21,0,25,64,88,57,60,89,67,75,92,34,15,0,28,27,13,7,65,26,92,49,36,94,60,29,9,2,VLSI Engineer
Niharika L. Singh,EEE,2,6.97,88,31,49,19,77,45,88,70,38,0,13,24,29,25,25,23,0,67,19,24,9,43,22,32,33,0,12,35,2,24,10,32,0,70,77,25,49,53,40,3,1,Cloud Engineer
Niharika T. More,Civil,2,7.13,66,82,22,0,65,45,42,28,82,0,26,5,2,17,34,13,37,29,0,25,26,49,0,9,39,18,33,0,18,32,38,40,22,95,65,85,82,48,35,3,0,Cybersecurity Analyst
Anjali J. Reddy,AI&DS,2,6.72,68,71,43,21,75,51,47,54,95,31,0,6,38,22,8,17,28,4,22,25,13,17,14,0,42,17,33,0,24,19,16,34,32,50,54,59,88,39,26,4,3,Cybersecurity Analyst
Lakshya P. Desai,IT,2,6.65,100,79,15,67,75,80,75,37,33,32,17,32,28,36,9,16,26,40,36,15,13,40,43,19,0,22,48,15,38,0,20,40,16,68,67,83,46,50,77,6,2,Full Stack Developer
Lakshya P. More,AI,3,6.77,77,25,34,28,78,59,64,69,43,11,1,37,0,18,31,22,3,0,26,23,30,12,26,12,24,10,16,6,24,22,21,27,36,62,50,21,72,27,18,9,1,Cloud Engineer
Lakshya M. Chatterjee,CSE,1,6.78,61,90,24,80,93,65,43,55,32,26,32,28,8,18,37,17,20,0,32,17,28,30,32,14,26,27,2,24,32,21,30,51,6,59,62,65,69,32,66,2,1,Full Stack Developer
Mohan H. Saladi,Data Science,3,7.19,73,21,25,0,24,14,15,18,2,80,59,62,10,39,0,18,34,32,9,28,33,7,37,7,41,67,18,24,13,53,59,77,64,63,47,31,82,34,34,6,1,Robotics Engineer
Nithin N. Chowdary,CSE,3,6.86,73,65,24,25,53,62,38,46,49,20,44,16,41,21,0,12,10,44,10,10,22,29,30,37,29,5,28,0,25,0,14,20,20,69,100,67,77,57,25,5,1,Backend Developer
Navya R. Singh,CSE,2,6.95,53,32,22,16,43,70,90,82,48,14,43,7,17,16,26,16,17,31,0,36,18,10,28,16,33,26,26,36,36,26,34,36,13,35,70,35,72,22,10,2,1,Cloud Engineer
Manish L. Mukherjee,CSBS,1,6.92,63,54,36,24,51,85,47,52,40,37,4,3,26,0,34,36,20,34,14,29,10,23,28,25,31,7,0,3,31,19,0,12,19,58,45,45,70,32,13,5,2,Backend Developer
Atharv P. Rao,EEE,4,6.76,67,63,21,11,68,73,47,44,60,31,25,9,13,23,15,14,26,0,23,33,6,2,2,28,13,0,23,31,8,11,39,5,7,78,75,48,73,42,26,6,2,Cybersecurity Analyst
Divya A. Patil,Mechanical,3,6.93,64,63,11,29,55,86,64,73,49,22,46,16,19,40,20,24,13,25,3,23,16,27,18,12,20,5,0,8,12,31,16,23,36,79,75,35,85,47,27,7,2,Backend Developer
Meghana C. Iqbal,Mechanical,2,7.22,76,21,23,12,81,63,60,51,53,10,0,24,14,22,17,12,19,23,43,18,38,6,32,26,7,5,21,13,26,31,36,19,32,64,58,25,29,37,9,4,1,Cloud Engineer
Sai K. Pillai,CSBS,1,6.75,57,62,28,67,98,79,36,41,29,0,0,23,36,14,16,24,26,18,51,24,16,1,2,0,35,24,21,41,0,49,16,23,12,59,67,45,38,27,20,2,1,Full Stack Developer
Dhruv U. Naik,Mechanical,3,7.24,80,14,0,32,35,51,0,4,0,69,29,34,2,38,24,19,33,76,63,54,49,69,74,56,20,7,26,0,14,18,10,58,15,60,43,28,61,20,8,5,2,VLSI Engineer
Amrita P. Nayak,CSE,1,6.81,88,51,23,0,81,73,56,44,79,22,36,13,42,1,38,27,23,14,39,24,7,27,37,22,28,24,0,3,12,41,20,6,33,70,71,48,73,41,31,3,0,Backend Developer
Hrithik S. Venkatesh,Civil,3,7.03,79,23,22,10,36,18,2,9,33,59,78,70,49,26,41,16,30,16,29,9,26,33,16,36,72,59,63,60,53,18,12,4,17,64,46,26,73,34,29,10,1,IoT Engineer
Samarth S. Singh,EEE,2,7.32,100,59,24,31,30,45,45,7,18,68,79,38,5,68,69,88,70,56,51,25,85,23,11,16,28,21,33,33,19,27,18,56,12,43,27,54,80,20,30,6,2,Embedded Engineer
Kritika B. Pillai,Civil,1,6.91,80,40,70,50,64,42,27,49,48,56,25,29,42,4,10,31,51,95,82,62,95,77,85,60,25,38,17,10,17,24,39,43,45,47,22,51,73,39,46,7,1,VLSI Engineer
Arjun V. Kompella,ECE,1,6.69,70,72,91,15,20,49,43,3,30,48,19,0,7,27,39,20,29,27,46,47,18,0,28,0,26,31,12,33,4,1,66,18,27,92,29,45,48,27,29,5,1,ML Engineer
Ishita P. Srinivasan,Civil,1,6.76,71,42,22,32,7,0,25,2,31,71,65,76,0,12,13,37,34,30,32,50,28,11,30,27,46,58,17,10,0,75,63,62,58,98,24,44,66,57,10,2,0,Robotics Engineer
Ishaan M. Malhotra,CSE,1,7.12,56,85,32,70,50,85,55,52,30,43,0,21,9,38,4,52,14,29,10,28,25,18,19,24,18,18,21,20,9,8,26,0,33,63,50,60,70,24,31,1,1,Full Stack Developer
Tejas V. Chatterjee,AI&DS,2,6.94,74,69,72,19,0,58,80,6,35,3,18,20,17,24,9,24,18,43,28,14,25,37,32,42,27,2,21,29,32,20,72,31,5,50,70,58,19,20,42,4,2,ML Engineer
Mohan V. Khanna,EEE,2,6.66,61,77,2,0,83,43,31,19,57,12,41,13,16,1,8,0,46,25,31,38,19,20,34,37,26,0,29,30,27,0,21,48,16,21,34,59,63,9,14,3,0,Cybersecurity Analyst
Viniya M. Sethi,EEE,4,7.43,93,0,18,14,18,12,25,4,17,61,33,38,27,44,42,38,66,71,83,50,93,63,100,81,12,18,25,23,23,21,14,76,0,59,45,23,52,40,25,8,2,VLSI Engineer
Samarth S. Ansari,AI&DS,2,7.21,100,100,43,28,71,69,71,45,24,8,17,13,49,9,38,28,28,46,32,9,31,24,30,48,33,18,34,22,33,0,5,16,25,47,27,70,73,40,50,5,1,Backend Developer
Ishaan R. Paul,AI&DS,4,7.03,100,75,96,37,25,68,40,33,4,19,29,24,27,12,35,39,16,36,22,34,26,22,19,40,27,0,0,32,8,16,74,31,21,66,29,74,59,47,47,9,2,ML Engineer
Yash C. Naik,CSBS,2,7.01,91,90,11,60,60,78,65,69,65,36,54,19,28,18,29,28,31,20,27,51,36,34,24,15,32,27,43,23,43,4,46,38,20,40,51,75,58,15,59,3,3,Backend Developer
Harini G. Nayak,Data Science,3,7.16,80,66,78,8,26,74,74,2,34,56,6,16,11,4,0,31,28,36,39,27,14,13,26,18,34,4,39,0,34,2,61,10,21,52,57,51,73,17,29,8,1,ML Engineer
Abhinav H. Pillai,AI,1,6.49,81,85,52,42,41,72,61,35,25,1,39,70,5,20,23,0,35,25,21,36,16,25,0,0,39,28,33,13,11,11,75,4,22,81,46,72,68,31,23,2,0,ML Engineer
Lasya U. Desai,CSBS,2,6.87,68,52,27,36,34,27,14,0,43,27,6,21,21,14,17,17,56,73,42,46,95,71,65,53,36,25,21,0,19,25,25,44,42,49,67,54,31,29,37,6,2,VLSI Engineer
Vedant C. Shetty,Mechanical,2,7.19,75,32,20,11,5,30,30,12,28,81,82,62,24,65,70,77,93,77,53,40,78,23,25,46,36,9,24,13,38,15,24,31,25,53,62,46,69,34,51,7,1,Embedded Engineer
Yuvan N. Nambiar,Data Science,4,7.3,73,64,70,33,21,67,44,37,33,18,0,19,5,14,8,25,18,27,5,11,20,54,27,15,25,31,40,0,19,28,64,7,26,82,74,57,96,53,39,5,2,ML Engineer
Kritika T. Reddy,ECE,3,6.96,91,10,49,33,31,1,5,14,26,83,53,51,13,0,51,30,0,0,18,42,44,2,29,13,71,60,31,30,35,56,66,87,63,72,55,31,64,50,47,6,2,Robotics Engineer
Ishita S. Bhatia,Data Science,3,7.22,87,100,70,0,51,73,52,36,14,24,60,10,0,10,24,44,4,33,7,8,12,18,22,28,19,16,0,34,32,32,61,37,16,96,76,58,58,57,29,7,2,ML Engineer
Tanvi D. Subramanian,CSBS,3,6.67,69,68,12,72,56,55,65,51,30,20,16,32,37,25,25,8,20,0,0,25,10,17,21,31,4,28,29,8,17,5,4,1,0,69,50,60,95,41,28,8,2,Full Stack Developer
Uday P. Sethi,ECE,1,6.75,53,22,0,33,14,32,39,23,0,88,64,38,60,14,54,20,6,24,0,51,24,34,5,8,70,61,65,86,62,1,0,21,34,29,66,20,54,8,9,0,0,IoT Engineer
Sanjay Y. Kompella,Mechanical,4,7.21,85,30,36,30,12,22,36,52,42,76,84,39,50,0,55,13,0,20,49,0,16,32,30,34,80,55,79,66,40,3,18,22,10,68,59,47,75,48,16,10,2,IoT Engineer
Tejaswini T. Peddireddy,CSBS,2,6.71,62,62,0,5,72,75,73,35,42,14,27,20,28,27,16,0,42,50,20,0,12,35,33,24,2,38,8,19,29,40,6,39,32,67,51,50,75,34,20,4,1,Backend Developer
Janani K. Kapoor,AI&DS,4,6.77,68,69,27,5,67,71,75,43,86,14,21,21,25,43,33,21,16,34,7,42,1,11,30,41,7,19,0,38,22,14,23,10,27,61,56,62,55,14,26,8,2,Cybersecurity Analyst
Shruthi P. Nayak,AI&DS,4,7.08,64,65,53,29,35,81,44,3,2,16,38,21,41,17,14,29,73,21,37,36,12,32,29,8,16,6,0,43,36,14,73,27,28,79,100,46,50,68,30,6,3,ML Engineer
Pranavi K. Krishnan,AI&DS,2,6.88,81,69,19,8,71,30,64,37,83,0,51,39,35,27,34,14,46,14,4,45,21,19,31,28,17,18,46,23,27,15,14,19,0,59,61,57,73,25,37,5,1,Cybersecurity Analyst
Gayathri J. Desai,IT,3,6.98,66,59,17,55,83,66,49,73,2,18,25,17,21,28,37,23,8,21,14,31,41,16,49,13,9,35,9,19,48,22,27,1,33,87,69,32,70,44,33,4,1,Full Stack Developer
Meera G. Varma,AI&DS,2,7.24,79,99,26,23,61,81,67,36,40,0,19,41,32,8,31,28,37,36,40,35,20,29,56,37,38,27,14,0,35,24,10,3,22,84,52,76,60,51,50,6,1,Backend Developer
Mohan S. Sheikh,EEE,3,7.27,36,21,35,21,23,29,38,45,2,51,71,62,17,53,70,64,80,82,58,59,85,51,32,20,32,9,18,28,34,33,33,39,3,64,65,38,85,26,21,5,1,Embedded Engineer
Aakash S. Reddy,AI,2,6.85,95,78,75,36,5,75,38,0,13,39,48,21,14,15,19,0,29,22,0,13,29,56,35,6,38,0,17,18,11,15,68,38,0,69,58,68,42,35,42,6,2,ML Engineer
Lakshmi S. Ahmed,IT,1,6.92,67,4,14,41,49,10,34,26,0,43,51,10,6,27,11,31,39,55,81,41,72,91,71,56,14,0,0,18,11,0,31,64,3,55,34,12,75,33,24,3,1,VLSI Engineer
Riya S. Banerjee,Civil,4,7.2,73,46,0,40,75,72,64,69,62,0,0,20,37,30,39,28,27,13,29,37,29,11,18,37,9,22,13,8,21,21,0,10,29,76,83,43,67,40,10,7,3,Cloud Engineer
Janani R. Saha,Civil,4,7.25,68,24,0,48,15,16,8,18,23,82,57,55,32,22,21,15,22,36,33,28,0,0,32,15,22,44,27,32,27,57,78,75,63,68,33,30,63,26,19,4,3,Robotics Engineer
Sai P. Sen,EEE,4,7.4,86,42,55,44,76,83,73,81,52,15,51,29,18,28,15,38,48,20,50,20,26,78,34,35,25,55,4,29,77,14,25,23,36,71,63,46,67,22,17,7,3,Cloud Engineer
Sneha A. Koppula,ECE,1,6.88,69,52,45,33,11,63,24,43,49,88,84,53,82,14,75,5,25,0,2,32,53,24,38,30,77,95,79,83,87,7,23,26,4,25,23,43,66,25,46,5,2,IoT Engineer
Lasya A. Sheikh,Civil,1,6.67,83,20,12,0,69,66,56,58,39,19,37,28,20,30,29,25,22,16,23,36,24,29,12,16,31,20,39,54,12,23,20,20,21,64,69,20,38,50,33,0,0,Cloud Engineer
Hrithik T. Saha,AI&DS,3,7.15,41,78,38,73,86,70,53,65,7,13,18,13,20,38,40,14,12,6,10,39,24,0,0,27,14,16,36,22,33,17,41,20,14,69,87,63,59,55,20,7,2,Full Stack Developer
Nikhil J. Sheikh,Data Science,4,7.07,71,69,86,63,46,82,37,70,6,36,7,4,10,33,27,25,39,27,7,14,32,36,30,15,4,26,18,36,18,24,87,36,59,67,100,55,92,33,29,7,2,ML Engineer
Gayathri R. Nayak,CSE,3,6.26,63,7,0,36,78,77,62,70,48,53,61,16,21,10,3,19,13,21,39,18,11,1,6,0,4,44,28,4,0,19,31,24,0,50,69,30,64,33,7,4,2,Cloud Engineer
Vinay A. Venkatesh,IT,3,7.0,73,90,6,13,66,53,38,78,73,21,30,9,31,42,9,24,28,23,17,1,8,13,42,30,32,17,54,56,11,0,49,26,33,44,87,84,71,13,43,7,3,Cybersecurity Analyst
Ayush H. Naidu,AI&DS,2,7.02,71,79,74,30,11,69,48,19,31,45,23,11,13,34,38,43,32,13,18,33,19,45,14,28,15,6,1,13,31,6,53,27,12,78,67,58,63,60,44,4,0,ML Engineer
Aditi H. Menon,ECE,1,6.89,63,58,30,14,42,73,52,68,44,40,23,36,35,12,30,7,27,12,4,30,8,48,4,11,17,48,10,31,8,25,28,1,13,40,15,52,93,25,41,4,1,Backend Developer
Eesha D. Raju,CSE,3,7.31,86,70,16,52,75,85,74,27,16,28,14,12,24,8,19,26,6,20,34,24,21,39,43,24,20,0,13,19,10,12,23,9,16,73,81,65,72,42,52,6,1,Full Stack Developer
Priya L. Bhat,Data Science,2,6.66,51,84,22,68,51,79,49,37,4,13,33,0,13,12,28,24,17,2,46,35,38,9,8,48,20,22,18,14,40,12,23,20,0,46,60,73,73,19,26,4,2,Full Stack Developer
Samarth A. Chawla,CSBS,2,7.63,51,38,24,0,19,0,3,62,33,52,33,10,31,27,13,0,63,62,61,52,65,36,57,77,32,33,10,15,32,40,17,30,36,73,71,20,80,40,25,6,1,VLSI Engineer
Sanjana R. Saladi,Civil,2,7.1,69,29,23,34,0,19,5,5,9,79,56,45,44,36,51,13,16,28,2,35,6,24,25,34,57,77,58,76,34,22,35,0,5,30,31,24,85,32,43,5,1,IoT Engineer
Rohan C. Bhatia,IT,1,6.86,65,75,49,27,21,41,70,29,17,17,19,0,26,14,21,0,0,13,0,27,43,12,13,19,42,35,20,31,13,0,77,21,31,86,39,53,44,46,20,3,1,ML Engineer
Sanjay R. Sheikh,CSE,1,6.51,75,14,10,43,48,17,9,11,4,70,4,0,34,28,0,0,42,71,88,64,88,66,89,62,18,21,7,18,28,23,44,44,39,74,70,22,44,38,32,5,1,VLSI Engineer
Vishal P. Atluri,EEE,2,7.17,75,13,14,54,2,34,35,11,34,46,15,11,1,17,21,6,57,53,65,68,95,60,42,57,17,1,23,34,35,16,18,52,9,64,57,20,29,22,0,6,1,VLSI Engineer
Sneha R. Nayak,AI,2,7.18,54,85,74,4,25,94,48,22,34,0,22,12,30,0,30,0,8,37,33,12,35,26,38,22,6,32,20,29,33,1,85,22,43,37,55,63,47,40,51,4,3,ML Engineer
Viniya R. Ansari,CSBS,2,6.79,54,81,22,63,69,64,70,27,22,12,14,32,33,15,13,15,8,10,39,0,40,39,18,24,33,43,30,13,21,27,34,31,37,100,43,50,84,44,29,4,2,Full Stack Developer
Kiara M. Gupta,AI,4,7.37,82,13,56,40,29,41,27,17,16,95,56,54,7,21,51,56,50,28,11,12,30,26,35,10,44,65,35,20,41,100,65,81,67,67,73,38,61,47,17,7,2,Robotics Engineer
Sowmya N. Bose,Data Science,1,7.06,76,72,82,7,11,79,49,8,27,25,49,25,32,13,19,27,20,36,0,41,24,0,0,27,22,26,7,44,2,21,70,3,28,81,61,52,57,40,32,4,2,ML Engineer
Shreya G. Kulkarni,ECE,3,7.1,56,28,31,37,32,33,16,9,45,63,69,53,49,23,33,13,18,37,8,20,1,20,25,12,56,49,46,85,54,20,5,11,28,92,78,22,83,51,22,6,2,IoT Engineer
Akhil T. Subramanian,CSE,4,7.13,80,77,82,32,14,83,87,6,2,22,12,0,30,16,37,35,6,21,20,29,28,24,43,36,41,46,40,35,52,42,73,29,37,74,88,59,61,36,46,7,2,ML Engineer
Vikram P. Bhatia,IT,4,7.31,83,33,14,13,11,23,34,21,13,71,62,37,53,26,84,48,18,62,22,33,36,38,15,35,72,67,63,66,70,23,22,0,3,66,100,44,36,49,7,6,3,IoT Engineer
Karan H. Shetty,EEE,1,6.97,59,31,7,3,25,1,17,14,38,50,61,45,0,30,32,45,12,20,9,37,30,0,15,1,43,52,4,21,23,46,63,60,70,64,61,34,83,8,0,2,2,Robotics Engineer
Radhika H. Das,CSE,3,7.01,70,70,24,84,77,86,47,58,42,46,40,31,0,39,12,10,26,9,28,20,26,9,29,33,12,13,31,33,28,52,0,40,7,67,55,55,69,38,33,6,3,Full Stack Developer
Sanjana D. Satyanarayana,EEE,3,7.3,77,14,15,21,19,35,9,11,16,62,60,2,14,16,38,9,77,71,63,44,75,93,72,66,52,45,7,3,35,29,7,66,23,74,76,42,47,44,16,6,1,VLSI Engineer
Aarav G. Chowdary,AI&DS,1,7.52,72,79,51,20,32,86,54,9,34,25,28,29,4,9,35,35,0,17,41,30,41,11,11,11,39,50,36,12,35,27,69,23,37,53,40,57,95,38,46,1,1,ML Engineer
Aditi H. Chawla,CSE,2,7.28,62,0,17,18,54,42,81,61,39,0,25,6,1,15,16,36,0,3,45,0,42,41,12,0,4,11,26,18,1,33,26,11,42,76,54,30,38,37,40,7,0,Cloud Engineer
Raghav A. Nandi,Data Science,3,6.85,70,52,57,21,31,47,24,24,0,0,0,28,0,39,29,37,10,0,10,0,25,23,11,2,23,17,45,8,26,9,38,14,24,55,75,73,89,31,48,2,2,ML Engineer
Arjun A. Khanna,Civil,1,6.82,82,45,36,9,7,21,3,29,26,98,57,51,45,56,58,35,22,23,19,26,46,44,0,54,85,83,75,76,63,28,9,16,0,49,57,59,61,26,67,1,1,IoT Engineer
Aryan M. Iqbal,Data Science,1,6.65,73,6,4,19,91,49,64,83,56,25,24,20,17,31,4,28,29,27,55,47,24,15,39,44,51,7,7,32,40,19,15,0,19,42,87,27,59,11,32,2,0,Cloud Engineer
Sai N. Gadde,AI&DS,2,7.46,68,71,77,10,48,100,20,23,48,37,36,31,8,29,38,22,45,16,21,10,21,1,0,18,43,5,28,40,17,48,75,49,31,74,51,55,54,38,40,6,1,ML Engineer
Jai N. Qureshi,Mechanical,1,6.56,58,96,32,35,75,64,54,48,57,16,21,18,70,0,14,17,13,19,11,41,28,0,13,29,42,22,22,15,31,7,26,52,32,65,67,68,54,39,34,3,1,Cybersecurity Analyst
Sachin K. Sethi,Data Science,1,7.11,80,46,19,57,0,34,9,0,16,75,70,68,5,52,37,40,21,34,25,41,15,23,0,35,52,56,28,45,12,83,100,78,89,55,42,28,71,11,21,2,0,Robotics Engineer
Lakshya G. Ghosh,Data Science,2,6.75,64,59,64,2,0,65,70,0,4,12,42,24,0,22,8,24,22,2,0,17,9,11,34,26,39,22,0,19,29,13,47,23,10,38,55,44,59,18,10,4,1,ML Engineer
Deepika U. Patil,AI&DS,4,7.01,74,79,24,38,88,67,52,43,57,1,1,20,32,17,1,23,59,22,22,52,14,54,0,30,11,23,11,14,21,0,42,20,10,59,37,71,64,40,18,8,3,Backend Developer
Sowmya R. Murthy,CSE,1,6.95,61,84,52,28,30,76,69,42,53,30,9,3,29,33,0,11,20,15,19,47,30,29,21,11,18,10,44,10,31,18,56,47,28,63,72,58,44,28,41,3,2,ML Engineer
Varun R. Chakraborty,CSE,4,7.47,78,53,1,26,0,18,40,12,39,63,0,18,13,31,38,37,72,75,88,43,100,70,51,82,41,10,32,56,28,28,19,48,42,55,67,45,62,36,36,7,3,VLSI Engineer
Varsha A. Chakraborty,ECE,3,6.68,64,29,14,22,27,26,41,2,6,83,63,49,12,19,15,17,9,9,0,15,34,23,0,38,35,44,16,0,0,91,59,72,73,77,80,16,75,50,26,5,2,Robotics Engineer
